Custody,Sentence_Length,Gender,Age_Cont,Ethnicity,Offence,Prev_Convictions,GP_first,AF_Injury,AF_Vuln_Victim,AF_Rep_Assault,AF_Weapon,MF_Remorse,MF_Good_Char
0,NA,Male,32,0,Assault,None,0,1,0,0,0,1,1
0,NA,Female,37,0,Affray,1 to 3,0,0,0,0,0,1,0
0,NA,Female,35,0,Affray,None,0,0,0,1,0,1,1
0,NA,Male,43,0,Affray,None,1,0,0,0,0,1,1
0,NA,Male,51,0,Cruelty_Child,None,1,0,1,0,0,0,0
1,281,Male,29,0,Intent,None,0,0,0,1,1,1,0
1,82,Male,40,1,Affray,None,0,0,0,0,1,0,0
0,NA,Male,21,1,GBH,None,1,0,0,0,0,1,1
0,NA,Male,22,1,GBH,None,1,0,0,0,0,0,0
0,NA,Male,48,0,Affray,None,1,0,0,0,1,1,0
1,56,Male,22,0,Harassment,None,1,0,0,1,0,1,0
1,55,Male,34,1,Affray,1 to 3,1,0,1,0,0,0,0
1,142,Male,29,1,Affray,None,0,1,0,0,1,1,1
1,277,Male,30,0,Intent,None,0,1,0,0,1,0,0
1,169,Male,21,0,Intent,None,0,0,0,0,0,1,1
1,166,Female,28,1,Intent,None,1,0,0,0,1,1,0
0,NA,Male,44,0,Affray,None,1,0,0,1,1,0,0
1,30,Male,21,1,Assault,1 to 3,0,0,0,0,0,0,0
1,276,Male,24,0,Intent,1 to 3,0,0,0,1,1,0,0
0,NA,Male,24,1,Affray,None,1,0,0,0,0,1,0
1,117,Male,29,0,Affray,1 to 3,1,0,0,1,1,1,0
1,106,Male,38,1,Affray,4 to 9,0,0,0,0,0,0,0
0,NA,Male,18,0,Harassment,None,1,0,0,0,0,0,0
1,164,Male,41,0,GBH,1 to 3,0,1,0,0,0,0,0
0,NA,Male,23,0,Affray,None,0,0,0,0,0,0,0
0,NA,Male,28,0,GBH,None,0,1,0,0,0,0,1
1,169,Male,29,0,Affray,4 to 9,0,0,0,1,1,0,0
1,168,Male,33,1,Assault,4 to 9,0,0,0,1,1,0,0
1,81,Male,18,0,Affray,None,0,0,0,1,1,0,0
0,NA,Male,32,0,Assault,None,0,1,1,1,1,0,0
1,82,Male,22,0,Affray,None,0,0,0,1,1,0,0
0,NA,Male,19,0,Affray,1 to 3,0,0,1,0,0,1,0
1,115,Male,41,0,GBH,None,0,1,0,0,0,1,0
1,56,Male,30,0,Assault,4 to 9,0,0,0,1,0,0,0
1,114,Male,45,1,Affray,1 to 3,0,1,0,0,0,0,0
0,NA,Male,37,1,Harassment,1 to 3,0,0,0,0,0,0,0
0,NA,Male,61,0,Assault,None,1,0,0,0,1,1,0
0,NA,Male,42,0,Assault,None,0,0,0,0,1,1,1
1,79,Male,18,1,Assault,1 to 3,1,1,0,0,1,0,0
1,89,Male,18,0,Affray,4 to 9,0,0,0,0,0,0,0
1,80,Female,28,0,Affray,1 to 3,0,0,0,1,1,0,0
0,NA,Male,22,0,Harassment,None,0,0,0,0,0,1,1
0,NA,Male,18,0,Harassment,None,0,0,0,0,0,1,1
0,NA,Male,24,0,Affray,None,0,0,0,0,0,1,1
0,NA,Male,19,0,Affray,None,0,0,0,0,0,1,1
0,NA,Male,46,0,Affray,1 to 3,0,0,1,0,0,0,0
1,168,Female,26,1,GBH,1 to 3,1,1,0,0,1,0,0
0,NA,Male,31,1,Affray,None,1,0,0,0,0,0,0
0,NA,Male,40,0,Affray,None,1,0,0,0,0,0,1
0,NA,Male,34,0,Assault,None,1,1,0,0,0,1,0
0,NA,Male,21,0,GBH,None,0,0,0,0,0,1,1
0,NA,Male,36,0,Assault,None,0,0,0,0,1,0,1
0,NA,Male,27,0,Affray,None,0,0,0,0,1,0,1
1,250,Male,24,0,Intent,None,0,0,0,0,0,0,0
0,NA,Male,39,0,GBH,None,1,0,0,0,1,1,1
0,NA,Male,30,0,Affray,1 to 3,1,0,0,1,0,0,0
1,108,Male,37,1,Affray,1 to 3,0,0,0,0,1,0,0
1,111,Male,26,0,Affray,1 to 3,0,0,1,1,0,0,0
0,NA,Male,21,1,GBH,None,1,0,0,0,0,1,1
1,164,Male,36,1,GBH,4 to 9,1,1,1,0,0,0,0
0,NA,Male,19,1,Affray,None,1,0,0,1,1,1,1
0,NA,Male,33,0,Assault,None,1,0,1,1,0,1,1
1,276,Male,19,1,Intent,None,0,1,0,0,1,0,0
1,142,Male,24,1,Affray,4 to 9,0,0,0,0,1,0,0
0,NA,Male,24,0,Assault,None,1,0,0,0,0,0,1
1,197,Male,21,1,Intent,None,1,0,0,1,1,0,1
0,NA,Male,54,0,Harassment,None,1,0,0,0,0,1,0
0,NA,Male,22,0,Harassment,None,0,0,0,0,0,0,0
0,NA,Male,47,1,Affray,None,0,0,0,0,1,1,1
0,NA,Male,42,1,Affray,None,0,0,0,0,1,1,1
1,162,Female,28,0,Intent,None,0,1,0,0,0,1,1
1,115,Male,35,0,GBH,None,0,0,0,0,1,0,1
0,NA,Male,20,0,Affray,None,1,0,0,0,0,1,0
1,143,Male,21,1,GBH,None,1,1,0,0,0,0,0
0,NA,Male,53,0,GBH,None,0,0,0,0,1,1,1
0,NA,Male,22,0,Affray,None,0,0,0,0,0,0,1
1,81,Male,28,0,GBH,4 to 9,1,0,0,0,0,0,0
0,NA,Male,19,1,GBH,None,1,0,0,0,0,1,0
0,NA,Male,33,0,Cruelty_Child,None,0,0,0,0,0,0,0
1,166,Male,24,1,Intent,None,0,0,0,0,1,1,1
0,NA,Male,24,1,Affray,None,1,0,0,0,0,1,1
0,NA,Male,28,0,Assault,None,0,0,0,0,0,1,0
0,NA,Male,33,0,GBH,None,1,0,0,1,0,1,1
1,109,Male,22,1,GBH,4 to 9,1,0,0,0,0,0,0
1,171,Male,23,0,Intent,1 to 3,1,1,0,0,0,1,0
1,89,Male,18,0,Affray,4 to 9,1,0,0,0,1,0,0
1,172,Male,32,0,GBH,1 to 3,0,1,0,1,1,0,0
1,89,Male,32,0,Affray,4 to 9,1,1,0,1,1,1,0
0,NA,Female,20,0,Affray,None,0,0,0,0,0,1,0
1,83,Male,18,0,Affray,None,0,0,0,1,0,0,0
1,55,Female,20,1,Affray,None,0,1,0,0,1,0,0
0,NA,Male,45,0,Affray,1 to 3,0,0,0,0,0,1,0
0,NA,Male,20,0,Affray,None,0,0,0,0,1,0,0
1,139,Male,27,1,Affray,4 to 9,1,1,0,0,1,1,0
0,NA,Male,23,0,GBH,None,1,0,0,0,0,1,1
0,NA,Female,33,0,Assault,None,1,0,0,0,0,1,1
1,173,Male,33,1,Intent,None,1,0,0,0,0,1,1
1,303,Male,43,0,Intent,1 to 3,0,0,1,1,0,0,0
0,NA,Male,36,0,Assault,None,0,0,0,0,0,0,0
0,NA,Female,61,0,Cruelty_Child,None,0,0,1,0,0,1,1
1,86,Male,25,1,Affray,None,1,1,0,0,0,1,1
0,NA,Male,22,1,Affray,None,1,0,0,0,1,0,0
0,NA,Male,26,0,Affray,None,0,0,0,0,0,1,1
0,NA,Male,31,1,Harassment,None,0,0,0,0,0,1,1
1,89,Male,30,0,Assault,1 to 3,0,1,1,1,1,0,0
0,NA,Male,33,0,Affray,None,0,0,0,0,0,0,1
1,81,Male,22,0,Assault,1 to 3,1,0,0,0,0,1,0
0,NA,Male,40,1,Affray,None,0,0,1,1,0,0,0
0,NA,Male,20,0,Cruelty_Child,None,1,0,1,0,0,1,0
1,163,Male,41,0,GBH,None,0,1,0,0,1,0,0
1,164,Male,26,0,GBH,1 to 3,0,1,0,0,1,0,0
1,144,Male,31,0,Affray,1 to 3,0,0,0,1,0,0,0
1,135,Female,23,0,GBH,None,1,1,0,0,1,1,1
0,NA,Male,23,1,Affray,None,1,0,0,1,1,0,0
1,80,Male,43,0,Affray,None,0,0,0,0,1,0,0
1,193,Male,22,0,Intent,None,1,0,0,0,1,0,0
0,NA,Female,40,0,Cruelty_Child,None,0,0,0,0,0,0,1
0,NA,Male,39,0,Affray,None,0,0,0,0,0,0,0
0,NA,Male,42,0,Assault,None,1,0,1,1,0,1,1
0,NA,Male,21,0,Assault,None,0,0,0,0,0,1,1
0,NA,Male,50,0,Affray,4 to 9,0,0,0,0,0,0,0
1,51,Male,40,1,Assault,4 to 9,0,0,1,0,1,0,0
0,NA,Male,23,1,Affray,1 to 3,1,0,0,0,0,0,0
0,NA,Female,24,1,Affray,1 to 3,0,0,0,0,0,0,0
1,54,Male,23,0,Affray,None,1,0,0,0,1,0,1
1,111,Female,53,0,Harassment,1 to 3,1,1,0,0,0,0,0
0,NA,Female,38,1,Affray,None,1,0,0,0,0,0,0
1,282,Female,40,0,Intent,1 to 3,0,1,0,0,1,0,0
1,252,Male,19,0,Intent,1 to 3,0,0,0,0,1,1,0
0,NA,Male,22,0,GBH,None,1,0,0,0,0,1,1
0,NA,Male,45,0,GBH,None,1,0,0,0,1,1,1
0,NA,Male,18,0,GBH,None,1,1,0,0,0,1,1
0,NA,Male,35,0,Affray,None,1,0,0,0,0,0,0
1,58,Male,18,0,Affray,None,1,0,0,0,1,0,0
0,NA,Male,26,0,Affray,1 to 3,1,0,0,0,1,1,0
1,113,Male,33,0,Affray,4 to 9,1,1,0,0,0,0,0
1,59,Male,23,0,Affray,None,0,0,0,0,1,0,0
1,166,Female,33,0,Affray,4 to 9,0,1,1,1,1,0,0
0,NA,Male,27,0,Assault,1 to 3,0,1,0,0,0,0,0
0,NA,Female,34,0,Affray,1 to 3,0,0,0,0,0,1,0
1,284,Male,19,0,Intent,None,0,1,0,1,0,1,1
1,145,Male,25,1,GBH,1 to 3,0,0,0,0,1,0,0
0,NA,Female,51,0,GBH,None,0,0,0,0,0,1,1
0,NA,Male,26,0,Affray,None,0,0,0,1,0,0,1
0,NA,Female,47,0,Cruelty_Child,None,0,0,0,0,0,1,1
1,143,Male,21,1,Affray,None,0,0,0,0,1,0,1
0,NA,Male,51,0,GBH,1 to 3,1,0,0,0,1,1,0
1,138,Male,20,1,GBH,None,0,0,0,0,1,0,1
0,NA,Female,32,0,GBH,None,0,0,0,0,1,1,1
0,NA,Female,23,0,GBH,None,0,0,0,0,0,1,1
0,NA,Male,19,0,Assault,None,0,0,0,0,0,0,1
0,NA,Male,21,1,Affray,None,1,1,0,0,0,1,1
1,284,Male,26,0,Intent,1 to 3,1,0,0,0,1,1,0
1,33,Male,21,1,Assault,1 to 3,1,0,0,0,0,0,0
1,33,Male,19,0,Assault,1 to 3,1,0,0,0,0,0,0
1,33,Male,23,1,Assault,4 to 9,0,0,0,0,0,0,0
1,225,Male,31,0,Intent,None,0,0,0,1,0,0,0
1,224,Male,20,1,Intent,None,0,0,0,1,0,0,0
0,NA,Female,19,0,Affray,None,1,0,0,0,1,1,0
0,NA,Male,27,0,Assault,None,1,1,0,1,1,0,0
1,107,Male,33,0,Affray,4 to 9,0,0,1,0,0,0,0
0,NA,Female,27,1,GBH,None,0,0,0,0,0,0,0
1,171,Male,46,0,Affray,4 to 9,0,1,1,1,0,0,0
0,NA,Male,62,0,Assault,None,0,0,0,1,1,0,0
0,NA,Male,20,1,Affray,None,1,0,0,0,1,1,0
1,275,Male,26,0,Intent,None,0,0,0,1,0,0,0
1,247,Male,31,0,Intent,None,0,0,0,0,0,0,0
1,52,Male,33,0,Affray,1 to 3,1,0,0,0,0,1,0
1,171,Male,22,1,Intent,None,0,0,0,0,0,0,1
0,NA,Male,43,0,Affray,1 to 3,1,0,0,1,0,1,0
1,169,Male,27,0,Affray,1 to 3,1,0,0,0,1,0,0
0,NA,Male,30,1,Affray,4 to 9,0,0,0,0,0,0,0
0,NA,Male,52,0,Affray,None,0,1,0,0,0,1,1
0,NA,Male,56,0,Affray,None,0,1,0,0,0,0,1
1,286,Male,46,0,Intent,None,1,1,0,1,1,0,1
1,145,Male,36,0,Affray,None,1,0,0,0,0,1,0
0,NA,Male,24,0,Affray,None,0,0,0,0,0,1,0
1,173,Male,23,0,Affray,None,1,0,0,0,0,0,0
1,279,Male,30,0,Affray,1 to 3,0,1,0,1,0,0,0
0,NA,Male,33,0,Assault,None,0,0,0,0,0,0,0
1,284,Male,39,0,Intent,None,0,1,0,0,1,1,0
0,NA,Male,40,0,Affray,None,0,0,0,0,0,0,1
0,NA,Male,49,0,Affray,None,1,0,0,1,1,0,0
1,163,Male,20,0,GBH,None,0,0,1,1,0,1,0
0,NA,Female,19,0,Affray,None,0,0,0,1,0,1,0
1,25,Male,21,1,Harassment,4 to 9,1,0,0,1,0,0,0
1,172,Male,22,1,GBH,4 to 9,0,1,0,1,0,0,0
0,NA,Female,32,0,Affray,None,0,0,0,0,0,1,0
1,141,Male,22,0,GBH,1 to 3,0,0,0,0,0,0,0
0,NA,Male,23,0,Affray,None,0,0,0,0,1,1,1
1,80,Male,34,1,Affray,4 to 9,1,1,0,0,0,0,0
0,NA,Male,47,0,Affray,4 to 9,0,0,0,0,1,1,0
0,NA,Male,20,0,Affray,None,1,0,0,0,1,0,1
0,NA,Male,30,0,Affray,None,0,0,0,0,0,1,1
0,NA,Male,18,0,GBH,None,1,0,0,1,0,1,0
0,NA,Male,37,0,Affray,None,0,0,0,0,1,0,0
1,134,Male,44,0,Affray,None,1,1,1,0,0,1,1
1,173,Male,21,0,GBH,1 to 3,0,1,0,1,1,0,0
0,NA,Male,19,0,Affray,None,1,0,0,0,1,1,1
1,163,Male,34,0,GBH,1 to 3,1,1,0,0,0,0,0
0,NA,Male,22,0,Affray,None,1,0,0,0,0,1,1
1,285,Female,51,0,Intent,None,0,1,1,1,1,0,0
1,114,Male,25,1,Affray,None,0,1,1,0,1,0,1
0,NA,Male,45,1,GBH,None,1,0,1,0,0,1,1
1,281,Male,49,0,Intent,None,1,1,1,1,1,0,0
0,NA,Male,37,1,Assault,None,0,0,0,0,0,0,1
0,NA,Male,26,1,Assault,None,0,0,0,0,0,0,1
1,51,Male,39,1,Assault,4 to 9,0,0,0,0,0,0,0
0,NA,Male,53,1,GBH,None,0,1,0,0,0,0,1
0,NA,Male,20,0,GBH,None,1,0,0,1,0,0,0
1,52,Male,39,0,Assault,None,1,0,0,0,1,0,0
0,NA,Male,18,1,Affray,None,1,1,0,0,0,0,0
0,NA,Male,22,1,Affray,None,1,0,0,0,0,1,1
1,136,Male,33,0,Harassment,1 to 3,1,0,0,1,0,0,0
1,83,Male,31,0,GBH,None,1,1,1,0,0,0,0
0,NA,Male,41,0,Assault,None,1,0,0,0,0,1,0
0,NA,Male,27,0,Affray,None,1,0,0,0,0,1,0
0,NA,Female,37,0,Affray,1 to 3,0,0,0,0,0,1,0
1,143,Male,19,0,Affray,1 to 3,1,0,0,1,1,0,0
1,88,Male,18,0,Affray,None,1,0,0,1,1,1,1
1,166,Male,19,1,GBH,4 to 9,1,0,0,0,0,0,0
0,NA,Male,19,1,Affray,None,1,0,0,0,0,1,1
0,NA,Male,34,0,Affray,None,1,0,0,1,0,1,0
1,163,Male,31,0,Intent,4 to 9,1,1,0,0,1,1,0
1,81,Male,35,0,Affray,4 to 9,0,1,1,0,1,0,0
0,NA,Male,27,0,Affray,None,1,1,0,1,0,0,0
0,NA,Male,26,0,Affray,None,1,1,0,1,0,0,0
1,85,Male,31,0,Affray,1 to 3,1,0,0,0,0,1,0
1,57,Male,26,0,Affray,4 to 9,1,0,0,1,1,0,0
0,NA,Female,20,0,GBH,1 to 3,1,1,0,0,1,1,0
1,61,Male,32,1,Harassment,1 to 3,0,1,1,0,0,0,0
0,NA,Male,24,0,Affray,None,0,0,1,0,0,1,0
0,NA,Female,41,0,Affray,None,1,0,0,0,1,1,1
1,81,Male,34,0,Affray,1 to 3,1,0,1,1,1,0,0
0,NA,Male,22,0,Affray,None,0,0,0,0,1,0,0
0,NA,Female,38,0,Affray,None,1,0,0,0,1,0,0
0,NA,Male,54,0,Affray,None,1,0,0,0,1,0,0
1,146,Male,18,1,Affray,1 to 3,0,1,0,1,1,0,0
1,163,Male,21,1,Affray,1 to 3,1,1,1,1,1,0,0
1,51,Male,20,0,Affray,None,0,0,0,0,1,0,0
1,29,Male,21,0,Affray,1 to 3,1,0,0,0,1,0,0
1,58,Male,33,0,Affray,None,1,0,0,0,1,0,0
0,NA,Male,31,0,Harassment,1 to 3,1,0,0,0,0,1,0
0,NA,Male,25,0,Affray,None,0,0,0,0,0,1,0
0,NA,Male,33,1,Affray,None,0,0,0,0,1,0,0
1,81,Male,23,0,GBH,None,1,0,0,1,0,1,0
1,172,Male,33,1,GBH,4 to 9,0,1,0,1,0,0,0
0,NA,Male,29,0,Affray,None,0,0,0,0,1,0,1
0,NA,Female,25,0,Affray,None,0,0,0,0,0,0,1
1,85,Male,23,0,Affray,None,0,1,0,0,1,1,1
0,NA,Male,18,0,Affray,None,0,0,0,0,0,0,0
1,108,Male,33,1,GBH,None,1,0,0,0,1,1,0
0,NA,Male,24,0,GBH,None,0,0,0,0,1,1,1
1,28,Male,46,0,Assault,1 to 3,0,0,1,0,0,0,0
0,NA,Male,24,0,Affray,None,1,0,0,0,1,1,1
0,NA,Male,28,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,61,0,Affray,None,1,0,0,0,0,1,1
1,58,Male,28,0,Affray,1 to 3,1,0,0,0,1,1,0
1,141,Male,39,0,Affray,None,0,1,0,1,1,0,0
0,NA,Male,35,0,Cruelty_Child,None,0,0,0,0,0,0,1
0,NA,Female,46,1,Cruelty_Child,None,0,0,0,0,0,0,1
1,83,Male,32,1,GBH,1 to 3,1,1,0,0,0,0,0
1,80,Male,51,1,Affray,1 to 3,0,0,1,1,0,0,0
1,313,Male,26,0,Intent,1 to 3,0,1,0,1,1,0,0
1,117,Male,46,1,GBH,None,0,1,0,0,0,1,0
0,NA,Male,22,0,GBH,None,0,1,0,0,0,0,1
0,NA,Male,18,1,Assault,None,1,0,0,0,1,1,1
1,135,Male,24,0,GBH,1 to 3,0,1,0,0,0,1,0
0,NA,Female,19,1,Assault,None,1,0,0,0,0,1,1
0,NA,Male,20,0,GBH,None,1,1,0,0,0,1,1
0,NA,Male,36,0,Harassment,None,0,0,0,0,0,0,1
0,NA,Female,18,0,Affray,1 to 3,1,0,0,0,1,0,0
0,NA,Male,24,0,Affray,None,1,0,0,0,0,1,1
0,NA,Male,53,0,Harassment,None,1,0,0,0,0,1,1
1,165,Male,21,1,GBH,1 to 3,0,0,0,0,0,0,0
0,NA,Male,25,1,Affray,None,1,0,0,0,1,1,0
0,NA,Male,24,0,Assault,None,0,0,0,0,0,0,0
1,168,Male,20,1,GBH,1 to 3,1,1,0,1,0,1,0
0,NA,Male,21,0,Affray,None,1,0,0,0,0,0,0
0,NA,Female,31,0,Affray,None,1,0,0,0,0,0,0
0,NA,Male,47,0,Affray,4 to 9,0,0,0,0,0,0,0
0,NA,Male,18,1,Affray,None,1,0,0,0,1,1,1
1,167,Male,24,0,Cruelty_Child,None,1,0,0,0,0,1,0
0,NA,Male,24,0,Affray,None,1,0,0,0,1,1,0
1,167,Male,24,1,Intent,None,0,1,0,0,0,1,1
0,NA,Male,46,1,Harassment,None,1,0,0,0,0,0,0
0,NA,Male,39,0,Harassment,None,0,0,0,0,0,0,0
1,112,Male,34,0,Affray,None,1,1,0,0,1,0,0
0,NA,Male,22,0,Harassment,None,0,0,0,0,0,0,0
1,114,Male,31,0,Affray,None,0,0,0,0,0,1,1
0,NA,Male,47,1,Assault,None,0,0,0,0,0,0,0
0,NA,Male,21,1,Affray,1 to 3,0,0,0,0,0,0,0
0,NA,Male,19,1,Affray,4 to 9,1,0,0,0,0,0,0
1,109,Male,19,0,GBH,None,1,1,0,0,0,1,1
0,NA,Male,30,1,Affray,4 to 9,1,0,0,0,0,1,0
1,110,Male,22,0,Affray,1 to 3,0,1,0,0,0,0,0
1,169,Male,26,1,Affray,1 to 3,1,0,0,0,1,0,0
0,NA,Male,18,0,Affray,None,1,0,0,0,1,0,1
0,NA,Male,19,1,Affray,None,1,0,0,0,0,0,1
0,NA,Male,20,1,Affray,None,1,0,0,0,0,0,0
0,NA,Male,22,0,Assault,4 to 9,0,0,1,0,1,0,0
1,283,Male,34,0,Intent,4 to 9,0,0,0,0,1,0,0
0,NA,Male,23,0,Affray,1 to 3,0,0,0,0,0,0,0
1,145,Male,25,0,Affray,1 to 3,0,0,0,0,0,0,0
1,139,Male,20,1,Assault,None,0,1,1,1,1,0,0
1,284,Male,39,0,Intent,4 to 9,1,1,0,1,1,0,0
1,135,Male,26,0,Affray,None,1,1,0,0,1,0,1
1,280,Male,20,0,Intent,None,0,1,0,1,1,0,0
1,166,Male,29,1,Intent,4 to 9,0,0,0,1,1,1,0
0,NA,Male,29,1,Affray,None,0,0,0,1,1,0,0
1,172,Male,22,0,Affray,4 to 9,0,0,0,1,0,0,0
0,NA,Male,31,1,Affray,None,0,0,0,1,0,0,0
0,NA,Male,20,0,Affray,None,1,0,0,0,1,1,1
0,NA,Male,30,1,Harassment,None,0,1,0,0,1,1,1
0,NA,Male,31,0,GBH,None,0,0,1,1,0,1,0
1,79,Male,22,0,Affray,4 to 9,1,0,0,0,0,0,0
1,81,Male,23,1,Affray,4 to 9,1,0,0,0,0,0,0
0,NA,Female,52,0,Assault,None,1,0,0,0,0,1,1
1,222,Male,22,0,Intent,None,1,0,0,0,1,0,0
1,118,Male,26,1,GBH,None,1,0,0,0,1,0,1
0,NA,Male,23,0,Affray,None,1,0,0,0,0,1,1
1,164,Male,22,1,GBH,None,1,1,0,0,1,1,1
0,NA,Female,29,0,Affray,None,1,0,0,0,1,1,1
0,NA,Male,19,0,GBH,1 to 3,1,1,0,0,0,0,0
0,NA,Male,20,1,Affray,None,0,0,0,0,0,0,0
1,163,Male,24,1,Affray,1 to 3,0,0,0,1,0,0,0
1,86,Male,36,1,Harassment,10 or more,1,1,0,0,0,0,0
0,NA,Male,39,0,GBH,None,1,0,0,0,0,1,1
0,NA,Male,23,0,Assault,1 to 3,0,0,0,0,0,0,0
1,116,Male,26,1,Affray,1 to 3,1,1,0,1,0,1,0
1,88,Male,21,0,Affray,4 to 9,0,0,0,0,0,0,0
0,NA,Male,19,0,Assault,None,0,1,0,0,0,1,0
0,NA,Female,43,0,Affray,None,1,1,0,0,1,1,0
1,170,Male,36,1,Affray,1 to 3,0,0,0,1,0,0,0
1,171,Male,22,0,GBH,None,1,0,1,1,0,1,0
0,NA,Male,21,0,Assault,1 to 3,1,0,0,0,1,0,0
1,227,Male,28,0,Intent,None,0,1,0,0,0,0,1
0,NA,Male,20,0,Assault,1 to 3,0,0,0,1,1,0,0
1,109,Male,34,0,Affray,4 to 9,1,0,0,1,0,0,0
0,NA,Male,38,0,Affray,4 to 9,1,1,0,1,0,0,0
0,NA,Female,20,0,Affray,None,0,0,0,0,1,0,0
0,NA,Female,27,0,Affray,None,0,1,0,0,0,1,1
0,NA,Male,40,1,Affray,1 to 3,0,1,0,0,1,0,0
0,NA,Male,19,0,Affray,None,0,0,0,0,0,1,1
0,NA,Male,21,0,Affray,None,0,0,0,0,1,1,1
0,NA,Male,19,1,GBH,None,0,0,0,0,1,1,1
1,59,Male,44,0,Affray,1 to 3,1,0,0,0,0,0,0
1,82,Male,20,0,Affray,1 to 3,1,0,0,0,0,1,0
0,NA,Male,23,0,Affray,None,1,1,0,0,0,0,0
0,NA,Male,22,0,Affray,None,1,1,0,0,1,1,0
1,135,Male,48,1,Affray,1 to 3,0,0,0,1,1,0,0
0,NA,Male,29,1,Affray,1 to 3,0,0,0,0,0,0,0
1,145,Male,39,1,GBH,4 to 9,0,0,0,0,1,0,0
0,NA,Male,34,0,Affray,None,0,0,0,0,0,0,1
0,NA,Male,50,0,Affray,None,1,0,1,0,1,0,0
1,116,Male,52,0,Assault,1 to 3,0,0,0,1,0,0,0
0,NA,Male,23,0,GBH,None,1,1,0,0,0,1,1
1,114,Male,24,0,Affray,1 to 3,1,1,0,1,1,0,0
0,NA,Female,43,1,Affray,None,1,1,0,0,0,1,1
0,NA,Female,30,1,Assault,1 to 3,1,0,0,1,0,0,0
1,83,Female,24,1,Affray,1 to 3,0,0,0,0,1,1,0
1,86,Female,24,0,Affray,1 to 3,0,0,1,0,1,1,0
1,172,Male,36,0,GBH,10 or more,1,1,1,0,0,1,0
1,135,Male,18,1,Affray,1 to 3,0,0,0,1,0,0,0
1,111,Male,24,0,Affray,1 to 3,1,1,0,0,0,1,0
0,NA,Male,27,0,GBH,4 to 9,1,0,0,0,1,0,0
1,144,Male,21,0,GBH,4 to 9,1,0,0,0,0,0,0
0,NA,Male,33,0,GBH,None,1,0,0,0,0,1,0
1,138,Male,20,1,Affray,4 to 9,1,1,0,1,0,0,0
0,NA,Male,25,0,Assault,None,0,0,0,0,0,0,0
1,61,Male,24,0,Harassment,4 to 9,0,0,0,0,0,0,0
1,144,Male,18,0,Affray,10 or more,0,1,0,0,0,0,0
1,57,Male,37,0,Assault,4 to 9,0,0,0,0,0,0,0
1,144,Male,28,1,Affray,4 to 9,0,0,0,0,1,0,0
1,220,Male,21,0,Intent,1 to 3,0,0,0,1,0,1,0
0,NA,Male,19,0,GBH,None,1,0,0,0,1,1,0
0,NA,Male,24,1,GBH,None,1,0,0,0,1,1,0
0,NA,Female,35,1,Affray,None,0,0,1,0,0,1,1
1,276,Male,45,0,Intent,1 to 3,1,1,1,0,1,1,0
1,171,Male,18,0,Affray,None,1,0,1,1,1,1,0
0,NA,Male,27,0,Affray,None,1,0,1,0,1,1,1
0,NA,Female,24,0,Affray,None,0,1,0,0,0,1,0
1,87,Male,33,0,Affray,4 to 9,1,0,0,1,0,0,0
0,NA,Male,24,0,Assault,None,1,0,0,0,0,0,0
1,88,Male,18,0,Affray,1 to 3,0,0,0,0,1,0,0
1,28,Male,28,0,Assault,4 to 9,1,0,0,0,0,0,0
1,83,Male,21,0,Affray,1 to 3,0,0,0,1,1,0,0
1,137,Male,22,0,Cruelty_Child,None,1,1,1,0,0,1,0
0,NA,Male,42,0,Affray,None,0,0,0,0,0,1,0
1,85,Female,20,1,Harassment,1 to 3,0,0,0,0,0,0,0
0,NA,Male,53,0,Assault,None,0,0,0,0,0,0,0
1,138,Male,46,1,Affray,None,0,1,0,0,1,0,1
0,NA,Female,32,1,Cruelty_Child,None,1,0,0,0,1,0,0
1,227,Male,24,0,Intent,None,0,0,0,0,0,0,0
0,NA,Female,41,0,Cruelty_Child,None,0,0,1,0,0,0,0
0,NA,Male,27,0,Affray,None,0,0,0,0,0,1,1
1,135,Male,20,1,Assault,4 to 9,0,1,0,0,0,0,0
1,117,Male,52,1,Affray,4 to 9,0,1,0,0,0,0,0
1,167,Male,43,1,GBH,10 or more,0,1,0,0,0,0,0
0,NA,Male,34,1,Affray,4 to 9,1,0,0,0,0,1,0
1,169,Male,51,0,Affray,4 to 9,0,1,0,1,1,0,0
0,NA,Male,19,0,Assault,None,0,0,0,0,0,1,0
1,26,Male,25,0,Assault,4 to 9,0,0,0,0,0,0,0
1,51,Male,28,0,Affray,None,1,0,0,0,1,1,1
1,27,Male,19,1,Assault,1 to 3,1,0,1,0,0,0,0
0,NA,Male,48,0,Assault,1 to 3,1,1,0,0,0,1,0
1,114,Male,53,0,Affray,4 to 9,0,0,0,0,0,0,0
0,NA,Female,27,0,Affray,None,0,0,0,0,1,1,0
0,NA,Male,27,0,Affray,None,0,0,0,0,0,1,1
0,NA,Male,34,0,Assault,None,0,0,0,0,0,1,1
1,135,Male,28,1,GBH,10 or more,1,0,1,1,0,1,0
0,NA,Female,23,1,Affray,None,1,0,0,0,1,1,1
1,138,Male,28,1,GBH,10 or more,0,0,0,0,1,0,0
1,172,Male,18,1,Intent,1 to 3,1,0,0,0,1,1,0
0,NA,Male,38,0,Affray,1 to 3,1,0,0,0,1,0,0
1,83,Male,25,0,Affray,1 to 3,0,0,0,0,0,0,0
0,NA,Female,24,0,GBH,None,1,1,0,0,1,1,0
